GeneSymbol,Ensemble,Gene description,0H_sorted.bam,1H_sorted.bam,2H_sorted.bam,4H_sorted.bam,8H_sorted.bam,12H_sorted.bam,24H_sorted.bam
TXLNG,ENSG00000086712,taxilin gamma [Source:HGNC Symbol;Acc:HGNC:18578],13.359041,14.430627,12.884574,15.48528,13.979818,14.064949,15.03533
ATRX,ENSG00000085224,ATRX chromatin remodeler [Source:HGNC Symbol;Acc:HGNC:886],66.18661,68.83959,56.978218,61.921585,68.355034,69.84407,65.66383
BCORL1,ENSG00000085185,BCL6 corepressor like 1 [Source:HGNC Symbol;Acc:HGNC:25657],16.485443,17.881662,11.680522,18.965343,13.703156,17.815136,15.435858
RRAGB,ENSG00000083750,Ras related GTP binding B [Source:HGNC Symbol;Acc:HGNC:19901],19.519445,18.674637,20.44192,18.018291,20.025597,21.509605,19.294003
DLG3,ENSG00000082458,discs large MAGUK scaffold protein 3 [Source:HGNC Symbol;Acc:HGNC:2902],37.20984,31.75191,37.78325,26.61643,27.45631,28.646065,12.207241
MID2,ENSG00000080561,midline 2 [Source:HGNC Symbol;Acc:HGNC:7096],7.048571,5.372415,6.709722,5.283224,5.9831085,4.9171386,3.379558
OPHN1,ENSG00000079482,oligophrenin 1 [Source:HGNC Symbol;Acc:HGNC:8148],5.2889647,5.8712287,4.781657,5.1565995,4.959894,5.3403683,4.371537
ITM2A,ENSG00000078596,integral membrane protein 2A [Source:HGNC Symbol;Acc:HGNC:6173],124.107635,147.32153,166.19475,115.24815,156.8128,141.28888,144.39566
ARAF,ENSG00000078061,"A-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:646]",61.73182,85.46046,67.656784,93.81242,87.832695,102.10828,112.93055
UBE2A,ENSG00000077721,ubiquitin conjugating enzyme E2 A [Source:HGNC Symbol;Acc:HGNC:12472],31.96761,32.2538,34.831917,30.907885,38.87695,35.94146,36.92354
SLC25A43,ENSG00000077713,solute carrier family 25 member 43 [Source:HGNC Symbol;Acc:HGNC:30557],2.194295,2.7305315,2.0040221,2.0163531,1.452832,1.5113806,1.8185515
DCX,ENSG00000077279,doublecortin [Source:HGNC Symbol;Acc:HGNC:2714],4.778721,4.261612,4.1276555,3.40167,3.5908523,3.2034311,1.7001697
PAK3,ENSG00000077264,p21 (RAC1) activated kinase 3 [Source:HGNC Symbol;Acc:HGNC:8592],12.187497,11.106466,13.091061,9.462136,10.715773,9.461421,4.9512796
MBNL3,ENSG00000076770,muscleblind like splicing regulator 3 [Source:HGNC Symbol;Acc:HGNC:20564],0.7127938,1.0151372,0.6765331,0.9584198,1.3783131,0.84775585,1.9135871
GPC4,ENSG00000076716,glypican 4 [Source:HGNC Symbol;Acc:HGNC:4452],5.113228,4.606139,4.8212214,3.7098882,3.6713889,3.8959503,2.728503
CLCN4,ENSG00000073464,chloride voltage-gated channel 4 [Source:HGNC Symbol;Acc:HGNC:2022],36.64701,34.343323,35.09859,33.79052,33.640945,35.106174,33.674427
HSD17B10,ENSG00000072506,hydroxysteroid 17-beta dehydrogenase 10 [Source:HGNC Symbol;Acc:HGNC:4800],98.52375,113.952126,127.350266,122.749,134.78467,141.43219,173.63533
SMC1A,ENSG00000072501,structural maintenance of chromosomes 1A [Source:HGNC Symbol;Acc:HGNC:11111],57.86332,72.41997,52.913994,87.52202,76.10869,91.730644,104.65176
TRPC5,ENSG00000072315,transient receptor potential cation channel subfamily C member 5 [Source:HGNC Symbol;Acc:HGNC:12337],2.8334122,2.0071633,2.2879412,1.8239201,2.1092348,1.5597091,0.56325126
RPS6KA6,ENSG00000072133,ribosomal protein S6 kinase A6 [Source:HGNC Symbol;Acc:HGNC:10435],10.519506,8.635908,11.063204,7.106892,7.730579,6.768216,3.7445383
FAM3A,ENSG00000071889,FAM3 metabolism regulating signaling molecule A [Source:HGNC Symbol;Acc:HGNC:13749],42.641808,55.046143,42.838654,66.48772,68.73297,74.633484,87.18787
FAM50A,ENSG00000071859,family with sequence similarity 50 member A [Source:HGNC Symbol;Acc:HGNC:18786],150.44519,175.60336,149.21188,199.19576,174.97647,203.93336,214.80829
ATP6AP1,ENSG00000071553,ATPase H+ transporting accessory protein 1 [Source:HGNC Symbol;Acc:HGNC:868],399.2632,369.84106,426.88535,353.1115,406.30988,401.5097,354.0221
MAOB,ENSG00000069535,monoamine oxidase B [Source:HGNC Symbol;Acc:HGNC:6834],13.889729,13.240462,15.696994,13.130485,14.407951,13.124552,9.381476
FUNDC1,ENSG00000069509,FUN14 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28746],20.342335,17.771759,22.866636,18.163963,21.724226,20.497406,16.865002
FTSJ1,ENSG00000068438,FtsJ RNA 2'-O-methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:13254],60.228153,58.768085,70.169685,60.946884,60.199196,57.131763,62.67637
GRIPAP1,ENSG00000068400,GRIP1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18706],89.192505,91.91569,82.70619,86.58973,80.96526,91.084946,68.34133
GPKOW,ENSG00000068394,G-patch domain and KOW motifs [Source:HGNC Symbol;Acc:HGNC:30677],87.32694,97.472595,109.784164,113.0285,103.41564,108.68354,106.343315
ACSL4,ENSG00000068366,acyl-CoA synthetase long chain family member 4 [Source:HGNC Symbol;Acc:HGNC:3571],25.769512,23.150412,30.151833,23.13186,26.876638,24.373692,21.000883
TBC1D25,ENSG00000068354,TBC1 domain family member 25 [Source:HGNC Symbol;Acc:HGNC:8092],48.130676,42.843742,47.497253,43.123135,39.337444,39.157867,32.59402
TFE3,ENSG00000068323,transcription factor binding to IGHM enhancer 3 [Source:HGNC Symbol;Acc:HGNC:11752],109.09091,118.984184,113.904396,104.33553,105.38967,106.11127,84.724304
OTUD5,ENSG00000068308,OTU deubiquitinase 5 [Source:HGNC Symbol;Acc:HGNC:25402],42.740448,42.369984,43.3453,40.702686,41.931416,42.787712,35.469963
PDK3,ENSG00000067992,pyruvate dehydrogenase kinase 3 [Source:HGNC Symbol;Acc:HGNC:8811],20.153439,18.12431,20.049074,12.89969,16.474838,16.027786,8.152481
ATP2B3,ENSG00000067842,ATPase plasma membrane Ca2+ transporting 3 [Source:HGNC Symbol;Acc:HGNC:816],62.6379,52.339874,46.27555,40.274555,37.737244,40.53504,11.1488085
PDZD4,ENSG00000067840,PDZ domain containing 4 [Source:HGNC Symbol;Acc:HGNC:21167],156.47887,156.12466,177.4881,116.90375,130.74435,109.55764,47.914845
IDH3G,ENSG00000067829,isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:5386],200.73076,178.8507,219.09306,189.54478,193.75996,190.61049,169.4888
TRO,ENSG00000067445,trophinin [Source:HGNC Symbol;Acc:HGNC:12326],221.96901,223.80904,201.35825,193.89442,188.8812,218.59421,163.90617
PHKA1,ENSG00000067177,phosphorylase kinase regulatory subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:8925],7.4461646,7.056735,6.4036818,5.916075,4.783487,5.9361,3.3474078
SLC9A7,ENSG00000065923,solute carrier family 9 member A7 [Source:HGNC Symbol;Acc:HGNC:17123],12.053695,11.013878,12.31671,8.088634,9.17966,8.988786,4.2012496
MTMR1,ENSG00000063601,myotubularin related protein 1 [Source:HGNC Symbol;Acc:HGNC:7449],20.945965,22.07184,21.620598,18.603735,20.51169,20.62061,17.360321
ZNF275,ENSG00000063587,zinc finger protein 275 [Source:HGNC Symbol;Acc:HGNC:13069],14.520104,16.705078,15.960723,20.512608,19.448385,17.994942,19.58089
ARSF,ENSG00000062096,arylsulfatase F [Source:HGNC Symbol;Acc:HGNC:721],2.680476,2.7438514,3.2955687,2.4186177,1.737563,2.2151792,1.3255043
GYG2,ENSG00000056998,glycogenin 2 [Source:HGNC Symbol;Acc:HGNC:4700],6.129743,8.115433,7.232441,8.0303755,6.4065022,7.2025337,8.508012
ZNF280C,ENSG00000056277,zinc finger protein 280C [Source:HGNC Symbol;Acc:HGNC:25955],12.342695,13.155956,13.735254,12.178195,13.643403,13.926151,11.873135
PPP1R3F,ENSG00000049769,protein phosphatase 1 regulatory subunit 3F [Source:HGNC Symbol;Acc:HGNC:14944],42.727474,41.116676,43.568108,43.18244,38.850285,41.094864,33.92792
FOXP3,ENSG00000049768,forkhead box P3 [Source:HGNC Symbol;Acc:HGNC:6106],1.6465423,1.6258847,0.939854,2.219095,1.816946,1.8901684,1.1636075
ARHGAP6,ENSG00000047648,Rho GTPase activating protein 6 [Source:HGNC Symbol;Acc:HGNC:676],0.7343228,0.7953525,0.81756806,0.97009254,1.1394593,0.83884686,0.8032934
WWC3,ENSG00000047644,WWC family member 3 [Source:HGNC Symbol;Acc:HGNC:29237],8.935982,10.964864,8.455119,12.609392,11.609532,14.506584,15.394547
SCML1,ENSG00000047634,Scm polycomb group protein like 1 [Source:HGNC Symbol;Acc:HGNC:10580],24.515394,26.521833,24.628563,28.7795,26.712809,30.813036,34.17048
XK,ENSG00000047597,X-linked Kx blood group [Source:HGNC Symbol;Acc:HGNC:12811],11.156668,7.371406,11.381604,6.4543605,7.124833,7.8752093,2.6169467
CTPS2,ENSG00000047230,CTP synthase 2 [Source:HGNC Symbol;Acc:HGNC:2520],3.8659174,4.955527,3.8194363,5.9893193,4.964645,6.2967114,7.5410943
GPM6B,ENSG00000046653,glycoprotein M6B [Source:HGNC Symbol;Acc:HGNC:4461],28.33035,35.934162,34.003895,33.707726,38.347824,40.691395,44.771633
OFD1,ENSG00000046651,OFD1 centriole and centriolar satellite protein [Source:HGNC Symbol;Acc:HGNC:2567],36.80698,46.77971,29.967535,55.28389,45.659756,62.09271,68.69032
GEMIN8,ENSG00000046647,gem nuclear organelle associated protein 8 [Source:HGNC Symbol;Acc:HGNC:26044],15.914874,21.729706,15.976722,22.68508,24.259974,26.756577,31.936258
PHKA2,ENSG00000044446,phosphorylase kinase regulatory subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:8926],14.507199,17.518486,12.054438,18.105852,14.887139,18.702162,20.099754
OTC,ENSG00000036473,ornithine carbamoyltransferase [Source:HGNC Symbol;Acc:HGNC:8512],0.26139614,0.081588596,0.2735446,0.17761365,0.14101928,0.3300802,0.06773361
HMGB3,ENSG00000029993,high mobility group box 3 [Source:HGNC Symbol;Acc:HGNC:5004],29.815844,32.517334,33.89344,26.001228,28.97701,27.314857,17.837866
FHL1,ENSG00000022267,four and a half LIM domains 1 [Source:HGNC Symbol;Acc:HGNC:3702],27.142813,26.293564,29.50161,20.979471,22.358946,22.224924,15.09457
CXorf56,ENSG00000018610,chromosome X open reading frame 56 [Source:HGNC Symbol;Acc:HGNC:26239],14.893617,15.498683,17.8277,16.111212,16.297352,17.556326,16.211788
SLC38A5,ENSG00000017483,solute carrier family 38 member 5 [Source:HGNC Symbol;Acc:HGNC:18070],93.82463,88.654076,89.75909,87.91457,85.72675,112.87708,102.34276
WAS,ENSG00000015285,WASP actin nucleation promoting factor [Source:HGNC Symbol;Acc:HGNC:12731],9.304207,18.409388,12.953941,21.140066,18.41385,15.495014,22.3273
MAMLD1,ENSG00000013619,mastermind like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:2568],7.1747937,6.8482776,5.0392923,6.9948635,5.292184,5.9353127,3.5800514
DNASE1L1,ENSG00000013563,deoxyribonuclease 1 like 1 [Source:HGNC Symbol;Acc:HGNC:2957],39.25715,36.776775,43.64082,34.346867,37.942997,29.604065,19.618216
PRICKLE3,ENSG00000012211,prickle planar cell polarity protein 3 [Source:HGNC Symbol;Acc:HGNC:6645],4.007845,8.719413,4.8187656,7.490264,9.108725,9.045085,9.346704
MBTPS2,ENSG00000012174,"membrane bound transcription factor peptidase, site 2 [Source:HGNC Symbol;Acc:HGNC:15455]",28.117973,27.302103,30.923416,25.098377,28.486458,28.338806,27.441286
GABRA3,ENSG00000011677,gamma-aminobutyric acid type A receptor subunit alpha3 [Source:HGNC Symbol;Acc:HGNC:4077],4.6758475,3.6656075,4.7221003,3.2254674,3.827822,3.3442402,1.4315805
ANOS1,ENSG00000011201,anosmin 1 [Source:HGNC Symbol;Acc:HGNC:6211],7.0893025,7.468402,8.346514,6.4711466,6.777932,5.6967764,5.151497
BTK,ENSG00000010671,Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:1133],4.401451,6.0326796,4.130224,8.792841,6.781071,7.87888,13.253784
IDS,ENSG00000010404,iduronate 2-sulfatase [Source:HGNC Symbol;Acc:HGNC:5389],211.2494,223.6406,272.4551,177.56161,207.32909,185.73935,120.49379
TENM1,ENSG00000009694,teneurin transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:8117],5.4327583,4.94059,4.530398,4.7942467,5.2483506,4.639375,2.5327592
CDKL5,ENSG00000008086,cyclin dependent kinase like 5 [Source:HGNC Symbol;Acc:HGNC:11411],20.315987,18.561115,20.115717,16.138405,17.038177,17.680513,11.571182
SYN1,ENSG00000008056,synapsin I [Source:HGNC Symbol;Acc:HGNC:11494],84.72173,77.29708,89.08253,66.95795,75.78123,68.56607,25.214148
TKTL1,ENSG00000007350,transketolase like 1 [Source:HGNC Symbol;Acc:HGNC:11835],0.23150827,0.48775372,0.47242197,0.28958496,0.1756339,0.10962714,0.23620665
PNPLA4,ENSG00000006757,patatin like phospholipase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24887],9.968467,10.2867365,15.157978,8.595534,10.248074,9.076893,6.128163
ARSD,ENSG00000006756,arylsulfatase D [Source:HGNC Symbol;Acc:HGNC:717],10.67854,16.116724,10.14394,14.85249,12.101103,15.474737,15.989667
LAMP2,ENSG00000005893,lysosomal associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:6501],68.0806,95.56974,77.78466,99.89473,122.994225,135.2771,159.22005
ZFX,ENSG00000005889,zinc finger protein X-linked [Source:HGNC Symbol;Acc:HGNC:12869],33.466003,34.72319,37.195946,35.121693,37.926315,38.381775,41.45658
MSL3,ENSG00000005302,MSL complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:7370],64.6077,60.92256,72.00681,60.536537,60.437073,57.782635,52.43059
SLC25A5,ENSG00000005022,solute carrier family 25 member 5 [Source:HGNC Symbol;Acc:HGNC:10991],439.66388,416.22427,470.22794,337.48755,405.56573,413.42078,369.21683
HCCS,ENSG00000004961,holocytochrome c synthase [Source:HGNC Symbol;Acc:HGNC:4837],37.50212,29.745478,42.938694,22.73566,31.103004,28.499386,21.468952
ARX,ENSG00000004848,aristaless related homeobox [Source:HGNC Symbol;Acc:HGNC:18060],23.650507,18.982141,20.424644,15.987554,18.025927,17.561739,5.313975
KLHL13,ENSG00000003096,kelch like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931],1.8357567,1.6635131,2.14512,1.4586784,2.0734959,1.2769778,1.4660093
LAS1L,ENSG00000001497,LAS1 like ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:25726],54.06867,70.47522,44.925728,73.84462,63.443077,78.40323,88.370636
TSPAN6,ENSG00000000003,tetraspanin 6 [Source:HGNC Symbol;Acc:HGNC:11858],19.871147,22.938845,24.856123,19.418804,25.4395,21.955904,18.011656
PTPRD,ENSG00000282932,protein tyrosine phosphatase receptor type D [Source:HGNC Symbol;Acc:HGNC:9668],5.0755324,6.030198,4.1260247,6.567324,6.758178,7.6540875,8.721749
BAAT,ENSG00000276559,bile acid-CoA:amino acid N-acyltransferase [Source:HGNC Symbol;Acc:HGNC:932],3.5060382,3.7936654,3.0982516,1.7325712,3.2575054,2.350284,1.3627398
MAMDC2,ENSG00000278608,MAM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23673],0.9228669,0.5951917,0.56916827,0.4007313,0.74901867,0.46890146,0.33747825
APBA1,ENSG00000276497,amyloid beta precursor protein binding family A member 1 [Source:HGNC Symbol;Acc:HGNC:578],12.1262865,12.34074,12.550523,10.540221,11.154805,11.021544,7.196141
ADAM9,ENSG00000282230,ADAM metallopeptidase domain 9 [Source:HGNC Symbol;Acc:HGNC:216],21.911009,22.827002,22.67252,21.202946,22.934566,25.186901,25.03299
ADAM32,ENSG00000275594,ADAM metallopeptidase domain 32 [Source:HGNC Symbol;Acc:HGNC:15479],4.6029854,4.2880344,5.0180564,3.855652,4.33885,4.1659503,3.2833033
ARHGEF10,ENSG00000274726,Rho guanine nucleotide exchange factor 10 [Source:HGNC Symbol;Acc:HGNC:14103],12.240565,20.393534,10.309703,26.18008,20.813955,30.604431,35.141834
MYOM2,ENSG00000274137,myomesin 2 [Source:HGNC Symbol;Acc:HGNC:7614],9.874945,8.485196,10.076841,6.394078,6.920003,6.2977076,2.5932243
KBTBD11,ENSG00000273645,kelch repeat and BTB domain containing 11 [Source:HGNC Symbol;Acc:HGNC:29104],7.215875,7.1284156,6.5695744,5.7165084,6.0947523,5.8088408,3.7512767
GSDMC,ENSG00000285114,gasdermin C [Source:HGNC Symbol;Acc:HGNC:7151],0.10408806,0.4970758,0.29409906,0.54973257,0.3474525,0.2957357,0.27308697
CLN8,ENSG00000278220,CLN8 transmembrane ER and ERGIC protein [Source:HGNC Symbol;Acc:HGNC:2079],14.30313,21.15995,12.3296995,25.174221,25.236605,32.24661,39.194992
PTP4A3,ENSG00000275575,protein tyrosine phosphatase 4A3 [Source:HGNC Symbol;Acc:HGNC:9636],8.773664,8.775514,8.286557,7.33704,5.729911,7.6460834,4.3804
C8orf31,ENSG00000278812,chromosome 8 open reading frame 31 [Source:HGNC Symbol;Acc:HGNC:26731],1.7845086,2.872272,1.2718809,3.432052,2.4002838,3.4714592,5.7363367
LY6E,ENSG00000278032,lymphocyte antigen 6 family member E [Source:HGNC Symbol;Acc:HGNC:6727],146.29977,124.06098,158.17856,106.60799,120.74099,119.13223,65.96529
LY6H,ENSG00000274488,lymphocyte antigen 6 family member H [Source:HGNC Symbol;Acc:HGNC:6728],262.33023,255.81412,305.1908,211.80513,257.69177,237.83907,105.43635
ERICH1,ENSG00000282665,glutamate rich 1 [Source:HGNC Symbol;Acc:HGNC:27234],3.639724,3.880293,3.7257476,5.7414093,4.0736556,5.2205057,4.6032934
ZC3H3,ENSG00000282684,zinc finger CCCH-type containing 3 [Source:HGNC Symbol;Acc:HGNC:28972],7.948819,7.751656,7.283756,7.531144,7.145814,8.297616,7.3700438
GSDMD,ENSG00000278718,gasdermin D [Source:HGNC Symbol;Acc:HGNC:25697],17.55276,22.345402,16.436117,22.56245,21.306261,20.499327,29.458878
NAPRT,ENSG00000278488,nicotinate phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:30450],33.11772,30.52619,35.414997,29.63089,30.14974,39.85939,26.247461
TSTA3,ENSG00000278243,GDP-L-fucose synthase [Source:HGNC Symbol;Acc:HGNC:12390],110.29276,99.93098,116.536224,92.33231,104.822586,117.417244,76.64891
TIGD5,ENSG00000278016,tigger transposable element derived 5 [Source:HGNC Symbol;Acc:HGNC:18336],18.552876,20.221611,19.104485,17.534246,14.638158,17.805128,21.849936
MROH6,ENSG00000277781,maestro heat like repeat family member 6 [Source:HGNC Symbol;Acc:HGNC:27814],2.583194,2.0489066,1.3357229,3.5480063,1.1066778,2.4944324,2.4805827
PYCR3,ENSG00000276657,pyrroline-5-carboxylate reductase 3 [Source:HGNC Symbol;Acc:HGNC:25846],22.39488,26.191216,26.974957,18.124756,19.786867,16.159615,10.303315
ZNF623,ENSG00000276340,zinc finger protein 623 [Source:HGNC Symbol;Acc:HGNC:29084],37.783005,32.10284,39.262054,32.80164,34.322567,35.334465,24.857012
ZNF707,ENSG00000274352,zinc finger protein 707 [Source:HGNC Symbol;Acc:HGNC:27815],6.010799,6.5632687,4.307155,6.569997,5.6060853,6.9469514,5.5833597
SCRIB,ENSG00000274287,scribble planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:30377],58.98447,84.226616,56.285835,89.472725,83.172585,99.53101,97.96067
MAPK15,ENSG00000274205,mitogen-activated protein kinase 15 [Source:HGNC Symbol;Acc:HGNC:24667],26.474915,20.93424,21.138151,18.170902,17.258404,21.049414,5.1451836
PUF60,ENSG00000274081,poly(U) binding splicing factor 60 [Source:HGNC Symbol;Acc:HGNC:17042],127.77449,132.51741,161.3845,150.54276,169.01813,166.01967,174.18297
FAM83H,ENSG00000273889,family with sequence similarity 83 member H [Source:HGNC Symbol;Acc:HGNC:24797],18.389036,20.034393,15.190062,15.315332,11.118248,11.831187,7.82694
EEF1D,ENSG00000273594,eukaryotic translation elongation factor 1 delta [Source:HGNC Symbol;Acc:HGNC:3211],47.215923,59.16951,53.66053,66.393295,59.269943,66.3672,71.802185
ZNF251,ENSG00000278062,zinc finger protein 251 [Source:HGNC Symbol;Acc:HGNC:13045],19.036354,19.808165,16.938807,20.6025,17.94561,21.478025,21.474962
DLGAP2,ENSG00000282152,DLG associated protein 2 [Source:HGNC Symbol;Acc:HGNC:2906],3.0364237,2.9651508,2.2053092,2.2457917,1.3852766,1.8794165,0.44678172
CNTNAP2,ENSG00000278728,contactin associated protein 2 [Source:HGNC Symbol;Acc:HGNC:13830],3.3644295,2.8532574,2.736003,2.1663551,2.1807039,2.3321345,1.1326644
ARHGEF5,ENSG00000284933,Rho guanine nucleotide exchange factor 5 [Source:HGNC Symbol;Acc:HGNC:13209],1.7360426,2.2610526,2.9728239,2.5444427,1.0057472,2.3914938,2.0243142
OR2A7,ENSG00000284749,olfactory receptor family 2 subfamily A member 7 [Source:NCBI gene (formerly Entrezgene);Acc:401427],0,1.8911436,0.7044995,1.403492,1.0214652,1.0626298,0.9812491
MGAM,ENSG00000282607,maltase-glucoamylase [Source:HGNC Symbol;Acc:HGNC:7043],0.82941663,1.4403292,1.1362438,1.4196441,0.7871189,1.1171764,0.990588
TRPV6,ENSG00000276971,transient receptor potential cation channel subfamily V member 6 [Source:HGNC Symbol;Acc:HGNC:14006],2.5450544,9.661357,0.60464936,20.955734,8.182447,17.111256,30.639118
TRBC2,ENSG00000276849,T cell receptor beta constant 2 [Source:HGNC Symbol;Acc:HGNC:12157],112.41218,61.84047,124.253624,66.400185,45.483505,52.49172,25.942587
KEL,ENSG00000276615,Kell metallo-endopeptidase (Kell blood group) [Source:HGNC Symbol;Acc:HGNC:6308],9.411765,26.703318,5.3776517,47.980785,30.160381,52.94672,76.10883
EPHB6,ENSG00000275482,EPH receptor B6 [Source:HGNC Symbol;Acc:HGNC:3396],293.00238,263.0784,256.96536,206.0933,200.31331,192.63486,61.815105
OR6W1P,ENSG00000274360,olfactory receptor family 6 subfamily W member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:15091],19.10828,118.9857,7.998537,169.96855,138.20006,189.01163,315.65076
TRPV5,ENSG00000274348,transient receptor potential cation channel subfamily V member 5 [Source:HGNC Symbol;Acc:HGNC:3145],1.4003423,7.780088,1.514271,13.53733,8.215666,17.289988,27.532013
DTX2,ENSG00000282379,deltex E3 ubiquitin ligase 2 [Source:HGNC Symbol;Acc:HGNC:15973],5.595668,7.4031386,4.533467,10.235696,5.422846,8.946439,9.103196
POMZP3,ENSG00000276464,POM121 and ZP3 fusion [Source:HGNC Symbol;Acc:HGNC:9203],33.398933,35.57762,36.85318,37.714764,40.18969,43.855934,46.774334
UPK3B,ENSG00000276184,uroplakin 3B [Source:HGNC Symbol;Acc:HGNC:21444],5.4151626,4.425288,1.4424667,4.196453,3.9837253,2.6937742,2.4874735
FAM20C,ENSG00000282147,FAM20C golgi associated secretory pathway kinase [Source:HGNC Symbol;Acc:HGNC:22140],11.319316,12.356542,9.37197,12.25964,11.426146,13.5899935,13.438258
PTPRN2,ENSG00000282185,protein tyrosine phosphatase receptor type N2 [Source:HGNC Symbol;Acc:HGNC:9677],4.500519,4.3059735,4.329714,3.2971442,3.6214957,3.4567986,1.2774919
SSBP1,ENSG00000262771,single stranded DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11317],17.140898,18.761942,14.966228,20.650532,17.868963,20.14241,20.269333
